Case ID,Case,Clip,Qualified Reads,Majority Label,label,split,Agreement,First Choice Answer,First Choice Votes,Second Choice Answer,Second Choice Votes,Third Choice Answer,Third Choice Votes
7678784,Case-036,28,16,'1 or more discrete b-lines',1,0,0.812,'1 or more discrete b-lines',13,'confluent b-lines',2,'no b-lines',1
7678785,Case-030,12,8,'no b-lines',0,0,0.875,'no b-lines',7,'confluent b-lines',1,'1 or more discrete b-lines',0
7678786,Case-067,4,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678787,Case-049,19,18,'confluent b-lines',1,0,0.611,'confluent b-lines',11,'1 or more discrete b-lines',7,'no b-lines',0
7678788,Case-047,17,8,'no b-lines',0,0,0.625,'no b-lines',5,'confluent b-lines',2,'1 or more discrete b-lines',1
7678789,Case-043,18,7,'no b-lines',0,0,0.857,'no b-lines',6,'1 or more discrete b-lines',1,'confluent b-lines',0
7678790,Case-073,20,17,'1 or more discrete b-lines',1,0,0.588,'1 or more discrete b-lines',10,'confluent b-lines',7,'no b-lines',0
7678791,Case-006,4,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678793,Case-017,16,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7678794,Case-052,26,21,'no b-lines',0,0,0.571,'no b-lines',12,'confluent b-lines',9,'1 or more discrete b-lines',0
7678795,Case-005,7,6,'no b-lines',0,0,0.833,'no b-lines',5,'1 or more discrete b-lines',1,'confluent b-lines',0
7678796,Case-020,12,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678797,Case-072,6,7,'confluent b-lines',1,0,0.857,'confluent b-lines',6,'1 or more discrete b-lines',1,'no b-lines',0
7678798,Case-068,13,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7678800,Case-017,17,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7678801,Case-054,20,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678802,Case-079,4,12,'no b-lines',0,0,0.583,'no b-lines',7,'1 or more discrete b-lines',4,'confluent b-lines',1
7678803,Case-055,21,9,'no b-lines',0,0,0.889,'no b-lines',8,'1 or more discrete b-lines',1,'confluent b-lines',0
7678804,Case-056,21,21,'1 or more discrete b-lines',1,0,0.762,'1 or more discrete b-lines',16,'confluent b-lines',5,'no b-lines',0
7678805,Case-020,9,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7678806,Case-022,21,9,'no b-lines',0,0,0.889,'no b-lines',8,'confluent b-lines',1,'1 or more discrete b-lines',0
7678807,Case-086,11,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7678808,Case-069,1,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7678809,Case-083,27,21,'confluent b-lines',1,0,1,'confluent b-lines',21,'no b-lines',0,'1 or more discrete b-lines',0
7678810,Case-063,30,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678811,Case-034,20,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678812,Case-044,18,10,'no b-lines',0,0,1,'no b-lines',10,'confluent b-lines',0,'1 or more discrete b-lines',0
7678813,Case-013,13,23,'confluent b-lines',1,0,0.609,'confluent b-lines',14,'1 or more discrete b-lines',6,'no b-lines',3
7678814,Case-061,42,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678815,Case-016,16,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678816,Case-079,5,14,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',14,'no b-lines',0,'confluent b-lines',0
7678817,Case-031,22,10,'no b-lines',0,0,0.9,'no b-lines',9,'1 or more discrete b-lines',1,'confluent b-lines',0
7678818,Case-056,32,12,'1 or more discrete b-lines',1,0,0.583,'1 or more discrete b-lines',7,'confluent b-lines',3,'no b-lines',2
7678819,Case-022,20,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7678820,Case-001,9,13,'confluent b-lines',1,0,0.846,'confluent b-lines',11,'1 or more discrete b-lines',2,'no b-lines',0
7678821,Case-034,18,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678822,Case-021,21,9,'no b-lines',0,0,0.778,'no b-lines',7,'confluent b-lines',1,'1 or more discrete b-lines',1
7678823,Case-021,17,10,'1 or more discrete b-lines',1,0,0.6,'1 or more discrete b-lines',6,'confluent b-lines',3,'no b-lines',1
7678824,Case-069,5,10,'no b-lines',0,0,0.9,'no b-lines',9,'1 or more discrete b-lines',1,'confluent b-lines',0
7678825,Case-046,14,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678827,Case-066,9,11,'no b-lines',0,0,0.545,'no b-lines',6,'1 or more discrete b-lines',3,'confluent b-lines',2
7678828,Case-069,8,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678829,Case-081,33,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7678830,Case-065,26,6,'no b-lines',0,0,0.833,'no b-lines',5,'1 or more discrete b-lines',1,'confluent b-lines',0
7678832,Case-081,34,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678833,Case-030,22,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7678834,Case-072,9,21,'confluent b-lines',1,0,0.429,'confluent b-lines',9,'no b-lines',6,'1 or more discrete b-lines',6
7678837,Case-054,19,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678838,Case-038,16,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678839,Case-074,5,7,'no b-lines',0,0,0.714,'no b-lines',5,'1 or more discrete b-lines',2,'confluent b-lines',0
7678840,Case-070,10,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7678841,Case-018,22,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678842,Case-086,13,6,'no b-lines',0,0,0.833,'no b-lines',5,'1 or more discrete b-lines',1,'confluent b-lines',0
7678843,Case-032,18,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7678844,Case-076,15,13,'confluent b-lines',1,0,0.692,'confluent b-lines',9,'1 or more discrete b-lines',3,'no b-lines',1
7678845,Case-057,22,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7678847,Case-006,18,12,'1 or more discrete b-lines',1,0,0.667,'1 or more discrete b-lines',8,'no b-lines',4,'confluent b-lines',0
7678848,Case-088,14,5,'confluent b-lines',1,0,0.8,'confluent b-lines',4,'1 or more discrete b-lines',1,'no b-lines',0
7678851,Case-003,10,12,'1 or more discrete b-lines',1,0,0.833,'1 or more discrete b-lines',10,'no b-lines',2,'confluent b-lines',0
7678852,Case-017,12,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678853,Case-072,15,25,'1 or more discrete b-lines',1,0,0.56,'1 or more discrete b-lines',14,'confluent b-lines',11,'no b-lines',0
7678854,Case-038,12,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7678855,Case-031,17,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678856,Case-059,25,12,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',12,'no b-lines',0,'confluent b-lines',0
7678857,Case-002,1,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7678858,Case-032,15,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7678859,Case-058,11,12,'confluent b-lines',1,0,0.917,'confluent b-lines',11,'no b-lines',1,'1 or more discrete b-lines',0
7678861,Case-042,28,20,'confluent b-lines',1,0,0.75,'confluent b-lines',15,'1 or more discrete b-lines',5,'no b-lines',0
7678863,Case-020,10,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678864,Case-015,3,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678865,Case-076,11,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678866,Case-074,14,9,'no b-lines',0,0,0.889,'no b-lines',8,'1 or more discrete b-lines',1,'confluent b-lines',0
7678868,Case-072,17,21,'confluent b-lines',1,0,1,'confluent b-lines',21,'no b-lines',0,'1 or more discrete b-lines',0
7678869,Case-048,25,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678870,Case-031,24,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678871,Case-067,8,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678873,Case-088,6,26,'confluent b-lines',1,0,0.846,'confluent b-lines',22,'no b-lines',2,'1 or more discrete b-lines',2
7678874,Case-016,19,7,'no b-lines',0,0,0.857,'no b-lines',6,'1 or more discrete b-lines',1,'confluent b-lines',0
7678875,Case-054,13,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678876,Case-012,9,11,'no b-lines',0,0,0.727,'no b-lines',8,'1 or more discrete b-lines',3,'confluent b-lines',0
7678877,Case-077,1,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678878,Case-078,9,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678879,Case-062,25,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678881,Case-055,24,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7678882,Case-039,13,6,'confluent b-lines',1,0,1,'confluent b-lines',6,'no b-lines',0,'1 or more discrete b-lines',0
7678883,Case-079,9,23,'confluent b-lines',1,0,0.957,'confluent b-lines',22,'1 or more discrete b-lines',1,'no b-lines',0
7678884,Case-006,8,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678885,Case-085,11,16,'confluent b-lines',1,0,0.938,'confluent b-lines',15,'1 or more discrete b-lines',1,'no b-lines',0
7678886,Case-075,9,12,'confluent b-lines',1,0,1,'confluent b-lines',12,'no b-lines',0,'1 or more discrete b-lines',0
7678887,Case-066,8,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7678888,Case-076,2,5,'no b-lines',0,0,0.8,'no b-lines',4,'1 or more discrete b-lines',1,'confluent b-lines',0
7678890,Case-042,22,5,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',5,'no b-lines',0,'confluent b-lines',0
7678891,Case-075,17,11,'confluent b-lines',1,0,1,'confluent b-lines',11,'no b-lines',0,'1 or more discrete b-lines',0
7678892,Case-022,25,11,'no b-lines',0,0,0.909,'no b-lines',10,'confluent b-lines',1,'1 or more discrete b-lines',0
7678893,Case-085,9,11,'no b-lines',0,0,0.636,'no b-lines',7,'1 or more discrete b-lines',4,'confluent b-lines',0
7678895,Case-006,3,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678896,Case-039,16,21,'confluent b-lines',1,0,1,'confluent b-lines',21,'no b-lines',0,'1 or more discrete b-lines',0
7678897,Case-042,30,6,'no b-lines',0,0,0.833,'no b-lines',5,'1 or more discrete b-lines',1,'confluent b-lines',0
7678898,Case-086,1,17,'no b-lines',0,0,0.588,'no b-lines',10,'1 or more discrete b-lines',6,'confluent b-lines',1
7678899,Case-079,6,20,'confluent b-lines',1,0,0.65,'confluent b-lines',13,'1 or more discrete b-lines',7,'no b-lines',0
7678900,Case-068,9,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7678902,Case-051,7,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7678906,Case-067,15,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678907,Case-064,18,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678908,Case-042,32,6,'no b-lines',0,0,0.833,'no b-lines',5,'1 or more discrete b-lines',1,'confluent b-lines',0
7678909,Case-083,21,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678910,Case-055,17,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678911,Case-058,18,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678912,Case-027,18,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7678913,Case-002,13,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678914,Case-075,20,22,'confluent b-lines',1,0,1,'confluent b-lines',22,'no b-lines',0,'1 or more discrete b-lines',0
7678916,Case-058,20,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7678917,Case-056,24,6,'no b-lines',0,0,0.833,'no b-lines',5,'1 or more discrete b-lines',1,'confluent b-lines',0
7678918,Case-012,13,8,'no b-lines',0,0,0.875,'no b-lines',7,'1 or more discrete b-lines',1,'confluent b-lines',0
7678919,Case-074,4,31,'1 or more discrete b-lines',1,0,0.548,'1 or more discrete b-lines',17,'no b-lines',14,'confluent b-lines',0
7678920,Case-074,12,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678922,Case-085,2,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678923,Case-055,23,7,'1 or more discrete b-lines',1,0,0.857,'1 or more discrete b-lines',6,'confluent b-lines',1,'no b-lines',0
7678924,Case-022,17,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7678925,Case-043,11,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678927,Case-034,13,11,'confluent b-lines',1,0,1,'confluent b-lines',11,'no b-lines',0,'1 or more discrete b-lines',0
7678928,Case-046,30,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678929,Case-055,14,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7678930,Case-068,2,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678931,Case-016,18,22,'confluent b-lines',1,0,0.455,'confluent b-lines',10,'no b-lines',7,'1 or more discrete b-lines',5
7678932,Case-047,18,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678933,Case-028,21,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7678934,Case-027,14,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7678935,Case-061,39,23,'confluent b-lines',1,0,0.957,'confluent b-lines',22,'1 or more discrete b-lines',1,'no b-lines',0
7678936,Case-025,22,7,'no b-lines',0,0,0.857,'no b-lines',6,'1 or more discrete b-lines',1,'confluent b-lines',0
7678937,Case-084,14,14,'1 or more discrete b-lines',1,0,0.714,'1 or more discrete b-lines',10,'confluent b-lines',4,'no b-lines',0
7678938,Case-046,34,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678939,Case-044,26,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678941,Case-052,25,9,'no b-lines',0,0,0.667,'no b-lines',6,'confluent b-lines',2,'1 or more discrete b-lines',1
7678942,Case-006,15,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7678944,Case-083,16,19,'1 or more discrete b-lines',1,0,0.632,'1 or more discrete b-lines',12,'no b-lines',7,'confluent b-lines',0
7678945,Case-074,6,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678946,Case-025,24,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7678947,Case-006,16,17,'no b-lines',0,0,0.647,'no b-lines',11,'1 or more discrete b-lines',6,'confluent b-lines',0
7678948,Case-076,8,7,'no b-lines',0,0,0.714,'no b-lines',5,'1 or more discrete b-lines',2,'confluent b-lines',0
7678949,Case-020,7,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678950,Case-005,1,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678951,Case-001,15,18,'confluent b-lines',1,0,1,'confluent b-lines',18,'no b-lines',0,'1 or more discrete b-lines',0
7678952,Case-080,30,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7678953,Case-074,8,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678954,Case-001,4,11,'confluent b-lines',1,0,0.727,'confluent b-lines',8,'no b-lines',2,'1 or more discrete b-lines',1
7678955,Case-057,21,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7678956,Case-049,17,9,'no b-lines',0,0,0.778,'no b-lines',7,'confluent b-lines',1,'1 or more discrete b-lines',1
7678957,Case-047,20,7,'no b-lines',0,0,0.714,'no b-lines',5,'confluent b-lines',1,'1 or more discrete b-lines',1
7678958,Case-046,33,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678959,Case-012,4,8,'no b-lines',0,0,0.875,'no b-lines',7,'1 or more discrete b-lines',1,'confluent b-lines',0
7678961,Case-038,15,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678963,Case-017,9,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678964,Case-036,42,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7678965,Case-075,10,24,'confluent b-lines',1,0,0.875,'confluent b-lines',21,'1 or more discrete b-lines',3,'no b-lines',0
7678966,Case-025,25,12,'no b-lines',0,0,1,'no b-lines',12,'confluent b-lines',0,'1 or more discrete b-lines',0
7678967,Case-058,14,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678969,Case-046,17,15,'1 or more discrete b-lines',1,0,0.867,'1 or more discrete b-lines',13,'no b-lines',2,'confluent b-lines',0
7678970,Case-088,8,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678971,Case-002,2,8,'no b-lines',0,0,0.875,'no b-lines',7,'1 or more discrete b-lines',1,'confluent b-lines',0
7678972,Case-032,23,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678973,Case-057,24,15,'1 or more discrete b-lines',1,0,0.6,'1 or more discrete b-lines',9,'no b-lines',6,'confluent b-lines',0
7678974,Case-036,44,10,'no b-lines',0,0,1,'no b-lines',10,'confluent b-lines',0,'1 or more discrete b-lines',0
7678975,Case-001,14,15,'1 or more discrete b-lines',1,0,0.6,'1 or more discrete b-lines',9,'confluent b-lines',6,'no b-lines',0
7678976,Case-085,8,9,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',9,'no b-lines',0,'confluent b-lines',0
7678980,Case-006,9,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7678981,Case-079,2,9,'1 or more discrete b-lines',1,0,0.667,'1 or more discrete b-lines',6,'confluent b-lines',3,'no b-lines',0
7678983,Case-054,21,14,'1 or more discrete b-lines',1,0,0.714,'1 or more discrete b-lines',10,'no b-lines',4,'confluent b-lines',0
7678984,Case-012,10,7,'no b-lines',0,0,0.857,'no b-lines',6,'confluent b-lines',1,'1 or more discrete b-lines',0
7678985,Case-044,17,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7678986,Case-068,8,21,'no b-lines',0,0,0.571,'no b-lines',12,'1 or more discrete b-lines',6,'confluent b-lines',3
7678987,Case-072,8,8,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',8,'no b-lines',0,'confluent b-lines',0
7678988,Case-080,26,12,'no b-lines',0,0,0.583,'no b-lines',7,'confluent b-lines',3,'1 or more discrete b-lines',2
7678989,Case-079,12,10,'confluent b-lines',1,0,0.8,'confluent b-lines',8,'1 or more discrete b-lines',2,'no b-lines',0
7678990,Case-060,28,23,'1 or more discrete b-lines',1,0,0.565,'1 or more discrete b-lines',13,'confluent b-lines',10,'no b-lines',0
7678991,Case-055,22,12,'1 or more discrete b-lines',1,0,0.667,'1 or more discrete b-lines',8,'confluent b-lines',4,'no b-lines',0
7678992,Case-063,27,6,'1 or more discrete b-lines',1,0,0.833,'1 or more discrete b-lines',5,'confluent b-lines',1,'no b-lines',0
7678993,Case-023,15,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7678995,Case-036,38,14,'1 or more discrete b-lines',1,0,0.786,'1 or more discrete b-lines',11,'no b-lines',3,'confluent b-lines',0
7678996,Case-026,20,5,'no b-lines',0,0,0.8,'no b-lines',4,'1 or more discrete b-lines',1,'confluent b-lines',0
7678998,Case-015,7,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7678999,Case-030,20,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679000,Case-070,3,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679001,Case-045,27,21,'1 or more discrete b-lines',1,0,0.667,'1 or more discrete b-lines',14,'no b-lines',7,'confluent b-lines',0
7679003,Case-072,16,19,'confluent b-lines',1,0,0.895,'confluent b-lines',17,'1 or more discrete b-lines',2,'no b-lines',0
7679004,Case-048,24,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679005,Case-013,20,18,'confluent b-lines',1,0,0.778,'confluent b-lines',14,'no b-lines',2,'1 or more discrete b-lines',2
7679006,Case-073,15,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679007,Case-030,19,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679008,Case-059,21,7,'no b-lines',0,0,0.714,'no b-lines',5,'1 or more discrete b-lines',2,'confluent b-lines',0
7679009,Case-055,19,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679010,Case-078,2,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679011,Case-057,29,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679012,Case-006,17,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7679013,Case-049,16,14,'1 or more discrete b-lines',1,0,0.643,'1 or more discrete b-lines',9,'confluent b-lines',5,'no b-lines',0
7679014,Case-034,16,16,'confluent b-lines',1,0,0.875,'confluent b-lines',14,'1 or more discrete b-lines',2,'no b-lines',0
7679015,Case-056,31,9,'no b-lines',0,0,0.889,'no b-lines',8,'confluent b-lines',1,'1 or more discrete b-lines',0
7679016,Case-003,16,7,'no b-lines',0,0,0.857,'no b-lines',6,'1 or more discrete b-lines',1,'confluent b-lines',0
7679017,Case-037,22,9,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',9,'no b-lines',0,'confluent b-lines',0
7679018,Case-027,17,7,'no b-lines',0,0,0.714,'no b-lines',5,'1 or more discrete b-lines',2,'confluent b-lines',0
7679019,Case-080,25,11,'no b-lines',0,0,0.727,'no b-lines',8,'confluent b-lines',2,'1 or more discrete b-lines',1
7679020,Case-054,12,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679021,Case-042,26,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679022,Case-048,37,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679023,Case-042,27,34,'1 or more discrete b-lines',1,0,0.441,'1 or more discrete b-lines',15,'confluent b-lines',12,'no b-lines',7
7679024,Case-026,29,8,'1 or more discrete b-lines',1,0,0.875,'1 or more discrete b-lines',7,'confluent b-lines',1,'no b-lines',0
7679026,Case-003,9,10,'1 or more discrete b-lines',1,0,0.8,'1 or more discrete b-lines',8,'no b-lines',2,'confluent b-lines',0
7679027,Case-075,14,26,'confluent b-lines',1,0,0.885,'confluent b-lines',23,'1 or more discrete b-lines',3,'no b-lines',0
7679028,Case-036,31,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679029,Case-053,25,7,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',7,'no b-lines',0,'confluent b-lines',0
7679030,Case-013,23,25,'confluent b-lines',1,0,1,'confluent b-lines',25,'no b-lines',0,'1 or more discrete b-lines',0
7679031,Case-061,36,12,'no b-lines',0,0,0.583,'no b-lines',7,'1 or more discrete b-lines',4,'confluent b-lines',1
7679032,Case-012,11,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679035,Case-067,12,35,'no b-lines',0,0,0.514,'no b-lines',18,'1 or more discrete b-lines',15,'confluent b-lines',2
7679036,Case-065,33,28,'confluent b-lines',1,0,1,'confluent b-lines',28,'no b-lines',0,'1 or more discrete b-lines',0
7679037,Case-015,9,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7679039,Case-083,25,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679040,Case-075,12,6,'no b-lines',0,0,0.833,'no b-lines',5,'1 or more discrete b-lines',1,'confluent b-lines',0
7679041,Case-021,14,9,'1 or more discrete b-lines',1,0,0.778,'1 or more discrete b-lines',7,'confluent b-lines',2,'no b-lines',0
7679042,Case-015,6,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
